985749294,100256670
985749294,100256670
985749294,100256670
985749294,1028022611324747776
985749294,1028022611324747776
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1060440219097423872
985749294,1484955952419803137
985749294,1484955952419803137
985749294,1484955952419803137
985749294,1484955952419803137
985749294,17531651
985749294,3040987923
985749294,348764745
985749294,4213849704
985749294,829874722510880768
985749294,829874722510880768
985749294,829874722510880768
985749294,829874722510880768
985749294,829874722510880768
985749294,829874722510880768
985749294,829874722510880768
985749294,936620120255934466
985749294,936620120255934466
